province_code,province,population,lat,lon,fecha,numbers_cases,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
2,Albacete,388167,38.99424,-1.85643,1/19/2021,68,59,0,9,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/19/2021,575,423,0,152,0,0
4,Ameria,716820,36.83814,-2.45974,1/19/2021,36,15,0,21,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/19/2021,41,1,0,40,0,0
33,Asturias,1022800,43.36029,-5.84476,1/19/2021,43,0,0,43,0,0
5,Avila,157640,40.65724,-4.69951,1/19/2021,75,5,0,70,0,0
6,Badajoz,673559,38.87789,-6.97061,1/19/2021,66,29,0,37,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/19/2021,124,71,0,53,0,0
8,Barcelona,5664579,41.38879,2.15899,1/19/2021,2721,2718,0,0,2,1
48,Bizkaia,1152651,43.26271,-2.92528,1/19/2021,219,5,0,214,0,0
9,Burgos,356958,42.35022,-3.67527,1/19/2021,134,6,0,128,0,0
10,Caceres,394151,39.47649,-6.37224,1/19/2021,71,57,0,14,0,0
11,Cadiz,1240155,36.52978,-6.29465,1/19/2021,64,63,0,1,0,0
39,Cantabria,581078,43.46472,-3.80444,1/19/2021,24,22,0,2,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,1/19/2021,77,58,0,19,0,0
51,Ceuta,84777,35.8891209,-5.3535454,1/19/2021,24,2,0,22,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,1/19/2021,213,208,0,5,0,0
14,Cordoba,782979,37.8916069,-4.8195049,1/19/2021,84,79,0,5,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,1/19/2021,155,85,0,70,0,0
16,Cuenca,196329,40.0620325,-2.1830445,1/19/2021,84,65,0,19,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,1/19/2021,98,0,0,98,0,0
17,Girona,771044,41.9803112,2.7836476,1/19/2021,149,147,0,0,2,0
18,Granada,914678,37.1810095,-3.6262914,1/19/2021,7,7,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,1/19/2021,82,80,0,2,0,0
21,Huelva,521870,37.270931,-6.97471,1/19/2021,42,37,0,5,0,0
22,Huesca,220461,42.1359368,-0.423358,1/19/2021,29,22,0,7,0,0
23,Jaen,633564,37.780157,-3.8318846,1/19/2021,49,30,0,19,0,0
24,Leon,460001,42.6036635,-5.6124109,1/19/2021,152,61,0,91,0,0
25,Lleida,434930,41.6184012,0.5849153,1/19/2021,160,160,0,0,0,0
27,Lugo,329587,43.0123411,-7.5915197,1/19/2021,16,8,0,8,0,0
28,Madrid,6663394,40.4381311,-3.8196233,1/19/2021,6134,3445,0,2689,0,0
29,Malaga,1661785,36.765025,-4.5642763,1/19/2021,223,149,0,74,0,0
52,Melilla,86487,35.2863161,-2.9620361,1/19/2021,37,9,0,28,0,0
30,Murcia,1493898,37.9805949,-1.1621949,1/19/2021,487,256,0,229,0,2
31,Navarra,654214,42.8157607,-1.6850412,1/19/2021,128,75,0,53,0,0
32,Ourense,307651,42.1926924,-8.11062,1/19/2021,37,24,0,13,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,1/19/2021,79,20,0,59,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,1/19/2021,123,83,0,40,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,1/19/2021,108,70,0,38,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,1/19/2021,53,49,0,4,0,0
37,Salamanca,330119,40.963498,-5.7042317,1/19/2021,119,73,0,46,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,1/19/2021,20,11,0,9,0,0
40,Segovia,153129,40.9413097,-4.1472215,1/19/2021,120,86,0,34,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,1/19/2021,174,144,0,30,0,0
42,Soria,88636,41.7671522,-2.4920887,1/19/2021,33,22,0,11,0,0
43,Tarragona,804664,41.1258642,1.2035638,1/19/2021,482,482,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,1/19/2021,117,94,0,23,0,0
45,Toledo,694844,39.86232,-4.0694706,1/19/2021,141,127,0,14,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,1/19/2021,1177,894,0,283,0,0
47,Valladolid,519546,41.7034247,-4.9488985,1/19/2021,283,20,0,263,0,0
49,Zamora,172539,41.5038406,-5.7620457,1/19/2021,81,56,0,25,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,1/19/2021,253,188,0,65,0,0
2,Albacete,388167,38.99424,-1.85643,1/18/2021,97,75,0,22,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/18/2021,620,391,0,229,0,0
4,Ameria,716820,36.83814,-2.45974,1/18/2021,436,284,0,152,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/18/2021,57,0,0,57,0,0
33,Asturias,1022800,43.36029,-5.84476,1/18/2021,45,1,0,44,0,0
5,Avila,157640,40.65724,-4.69951,1/18/2021,109,13,0,96,0,0
6,Badajoz,673559,38.87789,-6.97061,1/18/2021,165,59,0,106,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/18/2021,251,168,0,83,0,0
8,Barcelona,5664579,41.38879,2.15899,1/18/2021,2736,2731,0,0,3,2
48,Bizkaia,1152651,43.26271,-2.92528,1/18/2021,265,70,0,195,0,0
9,Burgos,356958,42.35022,-3.67527,1/18/2021,117,6,0,111,0,0
10,Caceres,394151,39.47649,-6.37224,1/18/2021,103,50,0,53,0,0
11,Cadiz,1240155,36.52978,-6.29465,1/18/2021,556,250,0,306,0,0
39,Cantabria,581078,43.46472,-3.80444,1/18/2021,39,35,0,4,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,1/18/2021,141,114,0,27,0,0
51,Ceuta,84777,35.8891209,-5.3535454,1/18/2021,22,2,0,20,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,1/18/2021,285,207,0,78,0,0
14,Cordoba,782979,37.8916069,-4.8195049,1/18/2021,480,189,0,291,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,1/18/2021,326,216,0,110,0,0
16,Cuenca,196329,40.0620325,-2.1830445,1/18/2021,137,107,0,30,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,1/18/2021,132,42,0,90,0,0
17,Girona,771044,41.9803112,2.7836476,1/18/2021,288,286,0,0,2,0
18,Granada,914678,37.1810095,-3.6262914,1/18/2021,639,526,0,113,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,1/18/2021,87,74,0,13,0,0
21,Huelva,521870,37.270931,-6.97471,1/18/2021,211,101,0,110,0,0
22,Huesca,220461,42.1359368,-0.423358,1/18/2021,64,54,0,10,0,0
23,Jaen,633564,37.780157,-3.8318846,1/18/2021,290,136,0,154,0,0
24,Leon,460001,42.6036635,-5.6124109,1/18/2021,218,93,0,125,0,0
25,Lleida,434930,41.6184012,0.5849153,1/18/2021,148,147,0,0,1,0
27,Lugo,329587,43.0123411,-7.5915197,1/18/2021,48,30,0,18,0,0
28,Madrid,6663394,40.4381311,-3.8196233,1/18/2021,4412,1448,0,2964,0,0
29,Malaga,1661785,36.765025,-4.5642763,1/18/2021,759,202,0,557,0,0
52,Melilla,86487,35.2863161,-2.9620361,1/18/2021,49,6,0,43,0,0
30,Murcia,1493898,37.9805949,-1.1621949,1/18/2021,655,295,0,359,0,1
31,Navarra,654214,42.8157607,-1.6850412,1/18/2021,150,82,0,68,0,0
32,Ourense,307651,42.1926924,-8.11062,1/18/2021,102,75,0,27,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,1/18/2021,167,50,0,117,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,1/18/2021,153,105,0,48,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,1/18/2021,323,278,0,45,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,1/18/2021,112,102,0,10,0,0
37,Salamanca,330119,40.963498,-5.7042317,1/18/2021,207,87,0,120,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,1/18/2021,20,10,0,10,0,0
40,Segovia,153129,40.9413097,-4.1472215,1/18/2021,139,86,0,53,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,1/18/2021,693,282,0,411,0,0
42,Soria,88636,41.7671522,-2.4920887,1/18/2021,48,16,0,32,0,0
43,Tarragona,804664,41.1258642,1.2035638,1/18/2021,487,486,0,0,0,1
44,Teruel,134137,40.3450697,-1.1359845,1/18/2021,74,43,0,31,0,0
45,Toledo,694844,39.86232,-4.0694706,1/18/2021,182,144,0,38,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,1/18/2021,1431,1038,0,393,0,0
47,Valladolid,519546,41.7034247,-4.9488985,1/18/2021,373,34,0,339,0,0
49,Zamora,172539,41.5038406,-5.7620457,1/18/2021,104,62,0,42,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,1/18/2021,228,130,0,98,0,0
2,Albacete,388167,38.99424,-1.85643,1/17/2021,132,102,0,30,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/17/2021,636,458,0,178,0,0
4,Ameria,716820,36.83814,-2.45974,1/17/2021,458,396,0,62,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/17/2021,94,66,0,28,0,0
33,Asturias,1022800,43.36029,-5.84476,1/17/2021,410,372,0,38,0,0
5,Avila,157640,40.65724,-4.69951,1/17/2021,120,30,0,90,0,0
6,Badajoz,673559,38.87789,-6.97061,1/17/2021,842,366,0,476,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/17/2021,296,197,0,99,0,0
8,Barcelona,5664579,41.38879,2.15899,1/17/2021,1001,1001,0,0,0,0
48,Bizkaia,1152651,43.26271,-2.92528,1/17/2021,418,272,0,146,0,0
9,Burgos,356958,42.35022,-3.67527,1/17/2021,148,38,0,110,0,0
10,Caceres,394151,39.47649,-6.37224,1/17/2021,388,244,0,144,0,0
11,Cadiz,1240155,36.52978,-6.29465,1/17/2021,451,320,0,131,0,0
39,Cantabria,581078,43.46472,-3.80444,1/17/2021,209,201,0,8,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,1/17/2021,104,84,0,20,0,0
51,Ceuta,84777,35.8891209,-5.3535454,1/17/2021,21,0,1,20,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,1/17/2021,267,155,0,112,0,0
14,Cordoba,782979,37.8916069,-4.8195049,1/17/2021,372,252,0,120,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,1/17/2021,674,469,0,205,0,0
16,Cuenca,196329,40.0620325,-2.1830445,1/17/2021,102,55,0,47,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,1/17/2021,199,133,0,66,0,0
17,Girona,771044,41.9803112,2.7836476,1/17/2021,128,128,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,1/17/2021,155,80,0,75,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,1/17/2021,55,48,0,7,0,0
21,Huelva,521870,37.270931,-6.97471,1/17/2021,105,49,0,56,0,0
22,Huesca,220461,42.1359368,-0.423358,1/17/2021,29,22,0,7,0,0
23,Jaen,633564,37.780157,-3.8318846,1/17/2021,137,43,0,94,0,0
24,Leon,460001,42.6036635,-5.6124109,1/17/2021,430,285,0,145,0,0
25,Lleida,434930,41.6184012,0.5849153,1/17/2021,69,69,0,0,0,0
27,Lugo,329587,43.0123411,-7.5915197,1/17/2021,144,132,0,12,0,0
28,Madrid,6663394,40.4381311,-3.8196233,1/17/2021,1056,409,0,647,0,0
29,Malaga,1661785,36.765025,-4.5642763,1/17/2021,520,348,0,172,0,0
52,Melilla,86487,35.2863161,-2.9620361,1/17/2021,39,9,0,30,0,0
30,Murcia,1493898,37.9805949,-1.1621949,1/17/2021,731,412,3,316,0,0
31,Navarra,654214,42.8157607,-1.6850412,1/17/2021,176,102,0,74,0,0
32,Ourense,307651,42.1926924,-8.11062,1/17/2021,232,168,0,64,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,1/17/2021,261,107,0,154,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,1/17/2021,170,107,0,63,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,1/17/2021,600,528,0,72,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,1/17/2021,256,235,0,21,0,0
37,Salamanca,330119,40.963498,-5.7042317,1/17/2021,301,208,0,93,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,1/17/2021,31,22,0,9,0,0
40,Segovia,153129,40.9413097,-4.1472215,1/17/2021,334,226,0,108,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,1/17/2021,330,178,0,152,0,0
42,Soria,88636,41.7671522,-2.4920887,1/17/2021,71,38,0,33,0,0
43,Tarragona,804664,41.1258642,1.2035638,1/17/2021,184,184,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,1/17/2021,102,71,0,31,0,0
45,Toledo,694844,39.86232,-4.0694706,1/17/2021,102,69,0,33,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,1/17/2021,1436,1163,0,273,0,0
47,Valladolid,519546,41.7034247,-4.9488985,1/17/2021,456,81,0,375,0,0
49,Zamora,172539,41.5038406,-5.7620457,1/17/2021,130,99,0,31,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,1/17/2021,271,165,0,106,0,0
2,Albacete,388167,38.99424,-1.85643,1/16/2021,159,127,0,32,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/16/2021,901,605,0,296,0,0
4,Ameria,716820,36.83814,-2.45974,1/16/2021,550,415,0,135,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/16/2021,73,45,0,28,0,0
33,Asturias,1022800,43.36029,-5.84476,1/16/2021,353,315,0,38,0,0
5,Avila,157640,40.65724,-4.69951,1/16/2021,127,10,0,117,0,0
6,Badajoz,673559,38.87789,-6.97061,1/16/2021,781,415,0,366,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/16/2021,409,285,0,124,0,0
8,Barcelona,5664579,41.38879,2.15899,1/16/2021,1385,1383,0,0,0,2
48,Bizkaia,1152651,43.26271,-2.92528,1/16/2021,407,270,0,137,0,0
9,Burgos,356958,42.35022,-3.67527,1/16/2021,118,25,0,93,0,0
10,Caceres,394151,39.47649,-6.37224,1/16/2021,377,266,0,111,0,0
11,Cadiz,1240155,36.52978,-6.29465,1/16/2021,694,507,0,187,0,0
39,Cantabria,581078,43.46472,-3.80444,1/16/2021,135,131,0,4,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,1/16/2021,193,142,0,51,0,0
51,Ceuta,84777,35.8891209,-5.3535454,1/16/2021,29,2,0,27,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,1/16/2021,426,321,0,105,0,0
14,Cordoba,782979,37.8916069,-4.8195049,1/16/2021,350,197,0,153,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,1/16/2021,522,385,0,137,0,0
16,Cuenca,196329,40.0620325,-2.1830445,1/16/2021,200,156,0,44,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,1/16/2021,190,118,0,72,0,0
17,Girona,771044,41.9803112,2.7836476,1/16/2021,145,145,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,1/16/2021,256,160,0,96,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,1/16/2021,107,87,0,20,0,0
21,Huelva,521870,37.270931,-6.97471,1/16/2021,247,163,0,84,0,0
22,Huesca,220461,42.1359368,-0.423358,1/16/2021,42,29,0,13,0,0
23,Jaen,633564,37.780157,-3.8318846,1/16/2021,261,169,0,92,0,0
24,Leon,460001,42.6036635,-5.6124109,1/16/2021,334,206,0,128,0,0
25,Lleida,434930,41.6184012,0.5849153,1/16/2021,95,95,0,0,0,0
27,Lugo,329587,43.0123411,-7.5915197,1/16/2021,82,69,0,13,0,0
28,Madrid,6663394,40.4381311,-3.8196233,1/16/2021,1718,824,0,894,0,0
29,Malaga,1661785,36.765025,-4.5642763,1/16/2021,687,422,0,265,0,0
52,Melilla,86487,35.2863161,-2.9620361,1/16/2021,42,11,0,31,0,0
30,Murcia,1493898,37.9805949,-1.1621949,1/16/2021,1029,562,3,463,1,0
31,Navarra,654214,42.8157607,-1.6850412,1/16/2021,181,107,0,74,0,0
32,Ourense,307651,42.1926924,-8.11062,1/16/2021,171,133,0,38,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,1/16/2021,209,68,0,141,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,1/16/2021,187,139,0,48,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,1/16/2021,351,300,0,51,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,1/16/2021,373,362,0,11,0,0
37,Salamanca,330119,40.963498,-5.7042317,1/16/2021,383,248,0,135,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,1/16/2021,31,19,0,12,0,0
40,Segovia,153129,40.9413097,-4.1472215,1/16/2021,219,140,0,79,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,1/16/2021,573,390,0,183,0,0
42,Soria,88636,41.7671522,-2.4920887,1/16/2021,61,35,0,26,0,0
43,Tarragona,804664,41.1258642,1.2035638,1/16/2021,256,256,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,1/16/2021,112,69,0,43,0,0
45,Toledo,694844,39.86232,-4.0694706,1/16/2021,399,320,0,79,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,1/16/2021,2399,1962,0,437,0,0
47,Valladolid,519546,41.7034247,-4.9488985,1/16/2021,457,84,0,373,0,0
49,Zamora,172539,41.5038406,-5.7620457,1/16/2021,114,80,0,34,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,1/16/2021,395,269,0,126,0,0
2,Albacete,388167,38.99424,-1.85643,1/15/2021,212,158,0,54,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/15/2021,1664,1194,0,470,0,0
4,Ameria,716820,36.83814,-2.45974,1/15/2021,640,398,0,242,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/15/2021,78,31,0,47,0,0
33,Asturias,1022800,43.36029,-5.84476,1/15/2021,269,237,0,32,0,0
5,Avila,157640,40.65724,-4.69951,1/15/2021,164,23,0,141,0,0
6,Badajoz,673559,38.87789,-6.97061,1/15/2021,968,451,0,517,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/15/2021,503,339,0,164,0,0
8,Barcelona,5664579,41.38879,2.15899,1/15/2021,2802,2801,0,0,1,0
48,Bizkaia,1152651,43.26271,-2.92528,1/15/2021,372,181,0,191,0,0
9,Burgos,356958,42.35022,-3.67527,1/15/2021,165,28,0,137,0,0
10,Caceres,394151,39.47649,-6.37224,1/15/2021,299,166,0,131,0,2
11,Cadiz,1240155,36.52978,-6.29465,1/15/2021,969,558,0,411,0,0
39,Cantabria,581078,43.46472,-3.80444,1/15/2021,127,115,0,12,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,1/15/2021,389,305,0,84,0,0
51,Ceuta,84777,35.8891209,-5.3535454,1/15/2021,26,4,0,22,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,1/15/2021,521,397,0,124,0,0
14,Cordoba,782979,37.8916069,-4.8195049,1/15/2021,608,250,0,358,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,1/15/2021,549,425,0,124,0,0
16,Cuenca,196329,40.0620325,-2.1830445,1/15/2021,253,173,0,80,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,1/15/2021,180,78,0,102,0,0
17,Girona,771044,41.9803112,2.7836476,1/15/2021,240,240,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,1/15/2021,761,613,0,148,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,1/15/2021,269,255,0,12,2,0
21,Huelva,521870,37.270931,-6.97471,1/15/2021,355,229,0,126,0,0
22,Huesca,220461,42.1359368,-0.423358,1/15/2021,128,106,0,22,0,0
23,Jaen,633564,37.780157,-3.8318846,1/15/2021,468,245,0,223,0,0
24,Leon,460001,42.6036635,-5.6124109,1/15/2021,339,161,0,178,0,0
25,Lleida,434930,41.6184012,0.5849153,1/15/2021,151,150,0,0,1,0
27,Lugo,329587,43.0123411,-7.5915197,1/15/2021,107,85,0,22,0,0
28,Madrid,6663394,40.4381311,-3.8196233,1/15/2021,5391,2135,0,3256,0,0
29,Malaga,1661785,36.765025,-4.5642763,1/15/2021,1362,692,0,670,0,0
52,Melilla,86487,35.2863161,-2.9620361,1/15/2021,38,13,0,25,0,0
30,Murcia,1493898,37.9805949,-1.1621949,1/15/2021,1239,611,1,624,0,3
31,Navarra,654214,42.8157607,-1.6850412,1/15/2021,220,109,0,111,0,0
32,Ourense,307651,42.1926924,-8.11062,1/15/2021,167,116,0,51,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,1/15/2021,206,64,0,142,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,1/15/2021,173,123,0,50,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,1/15/2021,362,305,0,57,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,1/15/2021,288,266,0,22,0,0
37,Salamanca,330119,40.963498,-5.7042317,1/15/2021,344,178,0,166,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,1/15/2021,53,40,0,13,0,0
40,Segovia,153129,40.9413097,-4.1472215,1/15/2021,246,169,0,77,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,1/15/2021,1103,563,0,540,0,0
42,Soria,88636,41.7671522,-2.4920887,1/15/2021,81,43,0,38,0,0
43,Tarragona,804664,41.1258642,1.2035638,1/15/2021,485,484,0,0,0,1
44,Teruel,134137,40.3450697,-1.1359845,1/15/2021,135,96,0,39,0,0
45,Toledo,694844,39.86232,-4.0694706,1/15/2021,534,402,0,132,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,1/15/2021,3271,2656,0,615,0,0
47,Valladolid,519546,41.7034247,-4.9488985,1/15/2021,688,116,0,572,0,0
49,Zamora,172539,41.5038406,-5.7620457,1/15/2021,126,85,0,41,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,1/15/2021,424,286,0,138,0,0
2,Albacete,388167,38.99424,-1.85643,1/14/2021,273,218,0,55,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/14/2021,1196,772,0,424,0,0
4,Ameria,716820,36.83814,-2.45974,1/14/2021,617,427,0,190,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/14/2021,83,35,0,48,0,0
33,Asturias,1022800,43.36029,-5.84476,1/14/2021,280,256,0,24,0,0
5,Avila,157640,40.65724,-4.69951,1/14/2021,130,18,0,112,0,0
6,Badajoz,673559,38.87789,-6.97061,1/14/2021,619,280,0,339,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/14/2021,563,392,0,171,0,0
8,Barcelona,5664579,41.38879,2.15899,1/14/2021,2761,2756,0,0,5,0
48,Bizkaia,1152651,43.26271,-2.92528,1/14/2021,315,159,0,156,0,0
9,Burgos,356958,42.35022,-3.67527,1/14/2021,136,16,0,120,0,0
10,Caceres,394151,39.47649,-6.37224,1/14/2021,256,165,0,91,0,0
11,Cadiz,1240155,36.52978,-6.29465,1/14/2021,908,486,0,422,0,0
39,Cantabria,581078,43.46472,-3.80444,1/14/2021,139,135,0,4,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,1/14/2021,379,289,0,90,0,0
51,Ceuta,84777,35.8891209,-5.3535454,1/14/2021,23,5,0,18,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,1/14/2021,601,453,0,148,0,0
14,Cordoba,782979,37.8916069,-4.8195049,1/14/2021,559,218,0,341,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,1/14/2021,584,486,0,98,0,0
16,Cuenca,196329,40.0620325,-2.1830445,1/14/2021,280,202,0,78,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,1/14/2021,187,115,0,72,0,0
17,Girona,771044,41.9803112,2.7836476,1/14/2021,284,281,0,0,3,0
18,Granada,914678,37.1810095,-3.6262914,1/14/2021,627,512,0,115,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,1/14/2021,174,143,0,31,0,0
21,Huelva,521870,37.270931,-6.97471,1/14/2021,374,235,0,139,0,0
22,Huesca,220461,42.1359368,-0.423358,1/14/2021,84,73,0,11,0,0
23,Jaen,633564,37.780157,-3.8318846,1/14/2021,430,247,0,183,0,0
24,Leon,460001,42.6036635,-5.6124109,1/14/2021,333,190,0,143,0,0
25,Lleida,434930,41.6184012,0.5849153,1/14/2021,153,152,0,0,0,1
27,Lugo,329587,43.0123411,-7.5915197,1/14/2021,92,81,0,11,0,0
28,Madrid,6663394,40.4381311,-3.8196233,1/14/2021,4740,1387,0,3353,0,0
29,Malaga,1661785,36.765025,-4.5642763,1/14/2021,1201,548,0,653,0,0
52,Melilla,86487,35.2863161,-2.9620361,1/14/2021,49,13,0,36,0,0
30,Murcia,1493898,37.9805949,-1.1621949,1/14/2021,1272,624,3,642,0,3
31,Navarra,654214,42.8157607,-1.6850412,1/14/2021,232,139,0,93,0,0
32,Ourense,307651,42.1926924,-8.11062,1/14/2021,149,118,0,31,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,1/14/2021,190,45,0,145,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,1/14/2021,202,137,0,65,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,1/14/2021,380,324,0,56,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,1/14/2021,195,187,0,8,0,0
37,Salamanca,330119,40.963498,-5.7042317,1/14/2021,348,230,0,118,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,1/14/2021,66,54,0,12,0,0
40,Segovia,153129,40.9413097,-4.1472215,1/14/2021,266,187,0,79,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,1/14/2021,894,414,0,480,0,0
42,Soria,88636,41.7671522,-2.4920887,1/14/2021,43,24,0,19,0,0
43,Tarragona,804664,41.1258642,1.2035638,1/14/2021,468,468,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,1/14/2021,117,79,0,38,0,0
45,Toledo,694844,39.86232,-4.0694706,1/14/2021,564,425,0,139,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,1/14/2021,2971,2309,0,662,0,0
47,Valladolid,519546,41.7034247,-4.9488985,1/14/2021,586,61,0,525,0,0
49,Zamora,172539,41.5038406,-5.7620457,1/14/2021,112,73,0,39,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,1/14/2021,461,346,0,115,0,0
2,Albacete,388167,38.99424,-1.85643,1/13/2021,319,268,0,51,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,1/13/2021,1560,1047,0,513,0,0
4,Ameria,716820,36.83814,-2.45974,1/13/2021,591,343,0,248,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,1/13/2021,128,65,0,63,0,0
33,Asturias,1022800,43.36029,-5.84476,1/13/2021,265,241,0,24,0,0
5,Avila,157640,40.65724,-4.69951,1/13/2021,152,18,0,134,0,0
6,Badajoz,673559,38.87789,-6.97061,1/13/2021,680,323,0,357,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,1/13/2021,606,444,0,162,0,0
8,Barcelona,5664579,41.38879,2.15899,1/13/2021,2968,2966,0,0,2,0
48,Bizkaia,1152651,43.26271,-2.92528,1/13/2021,380,227,0,153,0,0
9,Burgos,356958,42.35022,-3.67527,1/13/2021,158,22,0,136,0,0
10,Caceres,394151,39.47649,-6.37224,1/13/2021,347,193,0,154,0,0
11,Cadiz,1240155,36.52978,-6.29465,1/13/2021,873,526,0,347,0,0
